decision,reason,note,year,type,publisher,doi,title
excl_ii,(ii)+(iii) no language/vision-language backbone in title/abstract,,2022,article,Institute of Electrical and Electronics Engineers,10.1109/tnnls.2022.3151101,mmPose-NLP : A Natural Language Processing Approach to Precise Skeletal Pose Estimation Using mmWave Radars
excl_ii,(ii)+(iii) no language/vision-language backbone in title/abstract,,2022,conference-paper,,10.1109/globecom48099.2022.10000673,MM-HAT: Transformer for Millimeter-Wave Sensing Based Human Activity Recognition
excl_ii,(ii)+(iii) no language/vision-language backbone in title/abstract,,2022,article,Institute of Electrical and Electronics Engineers,10.1109/lgrs.2022.3230443,Maritime Radar Target Detection in Sea Clutter Based on CNN With Dual-Perspective Attention
excl_ii,(ii)+(iii) no language/vision-language backbone in title/abstract,,2022,article,Multidisciplinary Digital Publishing Institute,10.3390/rs14092243,SAR Image Fusion Classification Based on the Decision-Level Combination of Multi-Band Information
excl_ii,(ii)+(iii) no language/vision-language backbone in title/abstract,,2022,article,Institute of Electrical and Electronics Engineers,10.1109/tsmc.2022.3228590,RadarVerses in Metaverses: A CPSI-Based Architecture for 6S Radar Systems in CPSS
excl_ii,(ii)+(iii) no language/vision-language backbone in title/abstract,,2022,article,Multidisciplinary Digital Publishing Institute,10.3390/s22041317,Lean Neural Networks for Autonomous Radar Waveform Design
excl_ii,(ii)+(iii) encoder-only foundation model; no language backbone,,2022,conference-paper,,10.1117/12.2636693,An FFT-based CNN-Transformer Encoder for Semantic Segmentation of Radar Sounder Signal
excl_ii,(ii)+(iii) no language/vision-language backbone in title/abstract,,2022,preprint,,10.22541/au.166792505.55382878/v1,A Transformer Based Network Using Micro-Doppler Features for Continuous Human Motion Recognition
excl_ii,(ii)+(iii) no language/vision-language backbone in title/abstract,,2022,preprint,Cornell University,10.48550/arxiv.2211.02432,RCDPT: Radar-Camera fusion Dense Prediction Transformer
excl_ii,(ii)+(iii) no language/vision-language backbone in title/abstract,,2022,conference-paper,,10.1145/3560107.3560201,Policy Radar: Creation of a tool for monitoring Planning Instruments in Portugal
excl_ii,(ii)+(iii) no language/vision-language backbone in title/abstract,,2021,article,Institute of Electrical and Electronics Engineers,10.1109/tgrs.2021.3137383,Exploring Vision Transformers for Polarimetric SAR Image Classification
excl_ii,(ii)+(iii) no language/vision-language backbone in title/abstract,,2021,preprint,Cornell University,10.48550/arxiv.2107.10327,mmPose-NLP: A Natural Language Processing Approach to Precise Skeletal Pose Estimation using mmWave Radars
excl_ii,(ii)+(iii) no language/vision-language backbone in title/abstract,,2021,conference-paper,,10.1109/wcnc49053.2021.9417452,Deep Learning-based Predictive Beam Management for 5G mmWave Systems
excl_ii,(ii) no cross-modal alignment or tokenization mechanism,,2021,conference-paper,,10.1109/mlise54096.2021.00093,Few-shot Classification of Radar Equipment Fault Based on TF-IDF Feature Date Augmentation and BERT
excl_ii,(ii)+(iii) no language/vision-language backbone in title/abstract,,2020,conference-paper,,10.1109/radarconf2043947.2020.9266600,NLP based Skeletal Pose Estimation using mmWave Radar Point-Cloud: A Simulation Approach
excl_ii,(ii)+(iii) no language/vision-language backbone in title/abstract,,2020,conference-paper,,10.1109/radar42522.2020.9114559,Language-Based Cost Functions for Fully Adaptive Radar Under Imprecise Performance Standards
excl_iv,(iv) radar not sole/primary: co-equal camera stream in title,,2026,preprint,Cornell University,10.48550/arxiv.2604.11671,VLMaterial: Vision-Language Model-Based Camera-Radar Fusion for Physics-Grounded Material Identification
excl_iv,(iv) radar not sole/primary: co-equal camera stream in title,,2026,preprint,Cornell University,,VLMaterial: Vision-Language Model-Based Camera-Radar Fusion for Physics-Grounded Material Identification
excl_iv,(iv) radar not sole/primary: co-equal multispectral stream in title,,2026,preprint,Cornell University,10.48550/arxiv.2609.02187,Lightweight Adaptation of General-Purpose VLMs for Multispectral and SAR Image Understanding
excl_iv,(iv) radar not sole/primary: co-equal vision-empowered stream in title,,2025,conference-paper,,10.1109/vtc2025-fall65116.2025.11309918,BeamLLM: Vision-Empowered mmWave Beam Prediction with Large Language Models
excl_iv,(iv) radar not sole/primary: co-equal visual-semantic stream in title,,2025,article,Institute of Electrical and Electronics Engineers,10.1109/jstars.2025.3530442,Visual-Semantic Cooperative Learning for Few-Shot SAR Target Classification
excl_iv,(iv) radar not sole/primary: co-equal vision-empowered stream in title,,2025,preprint,Cornell University,10.48550/arxiv.2503.10432,BeamLLM: Vision-Empowered mmWave Beam Prediction with Large Language Models
excl_iv,(iv) radar not sole/primary: co-equal lidar stream in title,,2025,preprint,Cornell University,10.48550/arxiv.2503.08336,Talk2PC: Enhancing 3D Visual Grounding through LiDAR and Radar Point Clouds Fusion for Autonomous Driving
include,pre-marked from Sec. I-A corpus,wei2026sarlang,2026,article,Institute of Electrical and Electronics Engineers,10.1109/tgrs.2026.3652099,SARLANG-1M: A Benchmark for Vision–Language Modeling in SAR Image Understanding
include,pre-marked from Sec. I-A corpus,lai2025radarllm,2026,conference-paper,Association for the Advancement of Artificial Intelligence,10.1609/aaai.v40i7.37500,RadarLLM: Empowering Large Language Models to Understand Human Motion from Millimeter-wave Point Cloud Sequence
include,meets (i)-(iv) on title and abstract,,2026,conference-paper,Institution of Engineering and Technology,10.1049/icp.2026.1107,Teaching large language models to see in radar: aspect-distributed prototypes for few-shot HRRP ATR
include,meets (i)-(iv) on title and abstract,,2026,article,,,UWB-LLM: ultra-wideband radar multi-tasking based on large language model
include,pre-marked from Sec. I-A corpus,feng2025sig2text,2026,article,Institution of Engineering and Technology,10.1049/rsn2.70113,Sig2text: A Vision‐Language Model for Non‐Cooperative Radar Signal Parsing
include,meets (i)-(iv) on title and abstract,,2026,preprint,Cornell University,10.48550/arxiv.2608.14179,Can Language Models Understand mmWave Data? Benchmarking Large Language Models for mmWave Radar-Based Human Understanding
include,meets (i)-(iv) on title and abstract,,2026,article,Elsevier BV,10.1016/j.rineng.2026.111637,RadarChat: Advancing radar modulation recognition toward knowledge-driven semantic understanding with a large vision-language model
include,pre-marked from Sec. I-A corpus,lai2025radarllm,2026,other,,10.48448/pa5w-r076,RadarLLM: Empowering Large Language Models to Understand Human Motion from Millimeter-wave Point Cloud Sequence
include,meets (i)-(iv) on title and abstract,,2026,preprint,Cornell University,10.48550/arxiv.2602.04712,"SAR-RAG: ATR Visual Question Answering by Semantic Search, Retrieval, and MLLM Generation"
include,meets (i)-(iv) on title and abstract,,2026,preprint,Cornell University,,Teaching Foundation Models to Read mmWave: Pose-Guided Kinematic Representation for Human Behavior Understanding
include,"meets (i)-(iv): consumes ULA array data, selects and configures array-processing tools from a natural-language command, and emits an instrument configuration (criterion (iii), class T6)",,2026,preprint,Cornell University,10.48550/arxiv.2608.11596,Small Language Model enabled Autonomous agent for Language-Conditioned Cognitive Radar
include,meets (i)-(iv) on title and abstract,,2026,conference-paper,,10.1109/icassp55912.2026.11464332,SAR-Caption Ranker: Optimizing Automatic SAR Image Descriptions via RLAIF
include,meets (i)-(iv) on title and abstract,,2026,preprint,Cornell University,10.48550/arxiv.2603.27571,RAGent: Physics-Aware Agentic Reasoning for Training-Free mmWave Human Activity Recognition
include,meets (i)-(iv) on title and abstract,,2026,preprint,Cornell University,10.48550/arxiv.2605.07367,Weather-Robust Scene Semantics with Vision-Aligned 4D Radar
include,meets (i)-(iv) on title and abstract,,2026,preprint,Cornell University,10.48550/arxiv.2603.28183,"PReD: An LLM-based Foundation Multimodal Model for Electromagnetic Perception, Recognition, and Decision"
include,meets (i)-(iv) on title and abstract,,2026,article,,10.22761/gd.2026.0004,Extending Semantic Interpretation and Visual Understanding of SAR Data via Generative Translation Models
include,meets (i)-(iv) on title and abstract,,2026,article,Multidisciplinary Digital Publishing Institute,10.3390/rs18091430,TVLightFormer: A Lightweight Cross-Modal Transformer for Language-Guided Target Localization in SAR Imagery
include,meets (i)-(iv) on title and abstract,,2026,article,,10.12000/jr25250,DGS-CapNet: A Spatial-frequency-aware Model for SAR Image Captioning
include,meets (i)-(iv) on title and abstract,,2026,article,Institute of Electrical and Electronics Engineers,10.1109/lgrs.2026.3663901,FSAR-Cap: A Fine-Grained Two-Stage Annotated Dataset for SAR Image Captioning
include,meets (i)-(iv) on title and abstract,,2026,conference-paper,,,Chat with point: LLM-driven visual question answering for InSAR-based disaster management
include,meets (i)-(iv) on title and abstract,,2026,article,Multidisciplinary Digital Publishing Institute,10.3390/rs18142316,Physics-Informed Semantic Prompt Learning for Few-Shot Low-Altitude Radar Target Recognition in Remote Sensing
include,meets (i)-(iv) on title and abstract,,2026,preprint,,10.20944/preprints202605.0685.v1,Generative and Retrieval Image Captioning Towards Automated InSAR Image Analysis
include,pre-marked from Sec. I-A corpus,cao2025fewshot,2025,article,Institute of Electrical and Electronics Engineers,10.1109/taes.2025.3586834,Few-Shot and Zero-Shot Radar Active Jamming Recognition Based on a Vision-Language Model
include,meets (i)-(iv) on title and abstract,,2025,article,Nature Portfolio,10.1038/s41598-025-15411-z,Automatic LPI radar waveform recognition of overlapping signals based on vision language model
include,pre-marked from Sec. I-A corpus,guan2024talk2radar,2025,conference-paper,,10.1109/icra55743.2025.11128399,Talk2Radar: Bridging Natural Language with 4D mmWave Radar for 3D Referring Expression Comprehension
include,pre-marked from Sec. I-A corpus,yan2025mmexpert,2025,conference-paper,,10.1145/3704413.3764420,mmExpert: Integrating Large Language Models for Comprehensive mmWave Data Synthesis and Understanding
include,pre-marked from Sec. I-A corpus,gao2025multimodal,2025,article,Institute of Electrical and Electronics Engineers,10.1109/jstars.2025.3603036,Multimodal Large Models Driven SAR Image Captioning: A Benchmark Dataset and Baselines
include,meets (i)-(iv) on title and abstract,,2025,article,Institute of Electrical and Electronics Engineers,10.1109/tgrs.2025.3630131,SARCLIP: The First Vision–Language Foundation Model for SAR Image
include,meets (i)-(iv) on title and abstract,,2025,article,Elsevier BV,10.1016/j.autcon.2025.105979,Guiding GPT models for specific one-for-all tasks in ground penetrating radar
include,meets (i)-(iv) on title and abstract,,2025,conference-paper,,10.1109/icmac64768.2025.11003262,A Novel Multimodal LLM-Driven RF Sensing Method for Human Activity Recognition
include,meets (i)-(iv) on title and abstract,,2025,article,Institute of Electrical and Electronics Engineers,10.1109/jstars.2025.3596678,SAR Strikes Back: A New Hope for RSVQA
include,meets (i)-(iv) on title and abstract,,2025,preprint,Cornell University,10.48550/arxiv.2511.21105,RLM: A Vision-Language Model Approach for Radar Scene Understanding
include,pre-marked from Sec. I-A corpus,wei2026sarlang,2025,preprint,Cornell University,10.48550/arxiv.2504.03254,SARLANG-1M: A Benchmark for Vision-Language Modeling in SAR Image Understanding
include,pre-marked from Sec. I-A corpus,yang2025wirelessgpt,2025,article,Institute of Electrical and Electronics Engineers,10.1109/jsac.2025.3640156,WirelessGPT: A Generative Foundation Model for Multi-Task Integrated Sensing and Communication
include,pre-marked from Sec. I-A corpus,feng2025sig2text,2025,preprint,Cornell University,10.48550/arxiv.2503.15213,"Sig2text, a Vision-language model for Non-cooperative Radar Signal Parsing"
include,pre-marked from Sec. I-A corpus,deng2025robotic,2025,conference-paper,,10.1145/3680207.3765653,Poster: Radar-Enhanced Robotic Material Perception with Vision Language Models
include,pre-marked from Sec. I-A corpus,guo2025mmpencil,2025,article,Association for Computing Machinery,10.1145/3749504,mmPencil: Toward Writing-Style-Independent In-Air Handwriting Recognition via mmWave Radar and Large Vision-Language Model
include,pre-marked from Sec. I-A corpus,yan2025mmexpert,2025,preprint,Cornell University,10.48550/arxiv.2509.16521,mmExpert: Integrating Large Language Models for Comprehensive mmWave Data Synthesis and Understanding
include,pre-marked from Sec. I-A corpus,zheng2025m2beamllm,2025,preprint,Cornell University,10.48550/arxiv.2506.14532,M2BeamLLM: Multimodal Sensing-empowered mmWave Beam Prediction with Large Language Models
include,pre-marked from Sec. I-A corpus,lai2025radarllm,2025,preprint,Cornell University,10.48550/arxiv.2504.09862,RadarLLM: Empowering Large Language Models to Understand Human Motion from Millimeter-Wave Point Cloud Sequence
include,pre-marked from Sec. I-A corpus,jauregui2025radar2text,2025,conference-paper,,10.1109/imbioc63524.2025.10989725,Radar2Text: Generation of Linguistic Summary from mmWave Radar Signatures Using Fine-Tuned Multimodal Language Models
include,pre-marked from Sec. I-A corpus,khan2026rfsensinggpt,2025,article,Institute of Electrical and Electronics Engineers,10.1109/tccn.2025.3558069,RFSensingGPT: A Multi-Modal RAG-Enhanced Framework for Integrated Sensing and Communications Intelligence in 6G Networks
include,meets (i)-(iv) on title and abstract,,2025,conference-paper,,10.1109/igarss55030.2025.11243886,SSL-LIP: A Two-Stage Pre-Training Foundation Model for SAR Images
include,meets (i)-(iv) on title and abstract,,2025,preprint,Cornell University,10.48550/arxiv.2510.22665,SARVLM: A Vision Language Foundation Model for Semantic Understanding in SAR Imagery
include,meets (i)-(iv) on title and abstract,,2025,article,IEEE Sensors Council,10.1109/jsen.2025.3599380,Continuous Chinese Sign Language Recognition Using Millimeter-Wave Radar With DeepSeek Semantic Enhancement
include,meets (i)-(iv) on title and abstract,,2025,conference-paper,,10.1109/bibm66473.2025.11356898,Psyche-Wave: Fusing Vector-Quantized Morphology and LLM-Inferred Semantics from Millimeter-Wave SCG for Psychological State Decoding
include,meets (i)-(iv) on title and abstract,,2025,preprint,Cornell University,10.48550/arxiv.2508.00848,RestAware: Non-Invasive Sleep Monitoring Using FMCW Radar and AI-Generated Summaries
include,meets (i)-(iv) on title and abstract,,2025,article,Multidisciplinary Digital Publishing Institute,10.3390/rs18010082,SAREval: A Multi-Dimensional and Multi-Task Benchmark for Evaluating Visual Language Models on SAR Image Understanding
include,meets (i)-(iv) on title and abstract,,2025,article,Elsevier BV,10.1016/j.sigpro.2025.110199,Knowledge embedding fusion based on language model for enhanced radar target recognition
include,pre-marked from Sec. I-A corpus,hu2025radarllm,2025,preprint,Cornell University,10.48550/arxiv.2509.12089,RadarPLM: Adapting Pre-trained Language Models for Marine Radar Target Detection by Selective Fine-tuning
include,meets (i)-(iv) on title and abstract,,2025,preprint,Cornell University,10.48550/arxiv.2507.18743,SAR-TEXT: A Large-Scale SAR Image-Text Dataset Built with SAR-Narrator and A Progressive Learning Strategy for Downstream Tasks
include,meets (i)-(iv) on title and abstract,,2025,conference-paper,,10.1117/12.3060944,Synthetic pseudo-text aided radar interference recognition: a few-shot learning approach
include,meets (i)-(iv) on title and abstract,,2024,conference-paper,,10.1109/igarss53475.2024.10641895,Visual Question Answering for Wishart H-Alpha Classification of Polarimetric SAR Images
include,pre-marked from Sec. I-A corpus,guan2024talk2radar,2024,preprint,University of Southampton,10.48550/arxiv.2405.12821,Talk2Radar: Bridging Natural Language with 4D mmWave Radar for 3D Referring Expression Comprehension
include,pre-marked from Sec. I-A corpus,li2024llmcount,2024,preprint,Cornell University,10.48550/arxiv.2409.16209,LLMCount: Enhancing Stationary mmWave Detection with Multimodal-LLM
include,meets (i)-(iv) on title and abstract,,2024,preprint,Cornell University,10.48550/arxiv.2411.01445,A Visual Question Answering Method for SAR Ship: Breaking the Requirement for Multimodal Dataset Construction and Model Fine-Tuning
